Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption
7.3700995445251465,0.4506623148918152,50.79999923706055,0.7181143164634705,0.16763998568058014,0.8816863298416138
7.539972305297852,0.5523084402084351,51.20000076293945,0.6788963675498962,0.19009919464588165,0.8500354290008545
7.646708965301514,0.5390751957893372,51.599998474121094,0.6001272201538086,0.12058963626623154,0.7067660689353943
7.619532108306885,0.52110356092453,51.91999816894531,0.4959014058113098,0.16242748498916626,0.731108546257019
7.705479145050049,0.5206367373466492,52.2400016784668,0.5309350490570068,0.2360324114561081,0.7756198048591614
7.7250285148620605,0.48355185985565186,52.560001373291016,0.5779553651809692,0.06114766001701355,0.8232041001319885
7.718353748321533,0.525568425655365,52.880001068115234,0.5085140466690063,0.10401254892349243,0.8712419867515564
7.701992034912109,0.5285972356796265,53.20000076293945,0.3889275789260864,0.07986410707235336,0.8806383013725281
7.696559906005859,0.5590717792510986,53.0,0.5225661993026733,0.042265407741069794,0.7932455539703369
7.697380542755127,0.4908800721168518,52.79999923706055,0.4270108640193939,-0.121303029358387,0.9543925523757935
7.691766738891602,0.5075158476829529,52.599998474121094,0.37353554368019104,-0.0938277468085289,0.9276056885719299
7.6972479820251465,0.41997286677360535,52.400001525878906,0.3936561644077301,-0.10845886915922165,0.9238491058349609
9.142183303833008,0.8213716149330139,65.80000305175781,0.5286047458648682,-0.008999267593026161,0.8746995329856873
9.26186752319336,0.8330466151237488,66.19999694824219,0.5252232551574707,-0.15772540867328644,0.8636654019355774
9.303230285644531,0.7331522703170776,66.4000015258789,0.5689584016799927,-0.1721067726612091,0.7262616753578186
9.331055641174316,0.7594338059425354,66.68000030517578,0.4874962568283081,-0.2045939415693283,0.8770025968551636
9.346782684326172,0.7845017910003662,66.95999908447266,0.6015121340751648,-0.1688622534275055,0.8476752042770386
9.3585844039917,0.7594767212867737,67.23999786376953,0.6318302750587463,-0.12720981240272522,0.862904965877533
9.378244400024414,0.6255869269371033,67.5199966430664,0.7346484065055847,-0.024665698409080505,0.8827044367790222
9.403101921081543,0.6393561363220215,67.80000305175781,0.7038506865501404,-0.08083881437778473,0.8847930431365967
9.437311172485352,0.6384114623069763,68.0999984741211,0.7298189401626587,-0.016982201486825943,0.901070773601532
9.475547790527344,0.6376982927322388,68.4000015258789,0.7496110200881958,-0.028791440650820732,0.8761346340179443
9.51792049407959,0.6835916638374329,68.69999694824219,0.8242123126983643,0.008911602199077606,0.8991293907165527
9.544079780578613,0.6863648891448975,69.0,0.777351438999176,-0.09926263988018036,0.9142842888832092
9.296690940856934,0.8102344870567322,64.66000366210938,0.5295612812042236,-0.18065398931503296,0.637981653213501
9.3106107711792,0.8393968939781189,64.81999969482422,0.5866634845733643,-0.17212292551994324,0.6901163458824158
9.354488372802734,0.8067538738250732,65.69999694824219,0.4366704821586609,-0.16678154468536377,0.6997742056846619
9.348318099975586,0.7986513376235962,65.9000015258789,0.5833805799484253,-0.14594286680221558,0.7587041258811951
9.336946487426758,0.8032586574554443,66.0999984741211,0.3850834369659424,0.005086520221084356,0.740609347820282
8.945781707763672,0.7230943441390991,52.5,0.5837017893791199,0.05525749549269676,0.9113203287124634
8.991772651672363,0.7525928616523743,53.20000076293945,0.4560285806655884,-0.1360698640346527,0.9063004851341248
9.004611015319824,0.7215907573699951,53.900001525878906,0.4095548689365387,-0.10355713963508606,0.8163754940032959
9.016735076904297,0.7546154856681824,54.599998474121094,0.3745415508747101,-0.167722687125206,0.8340756297111511
9.941641807556152,0.9384627938270569,66.81999969482422,0.7330036759376526,-0.15667498111724854,0.851799488067627
10.017901420593262,0.8622055649757385,66.94000244140625,0.6528326272964478,-0.14077657461166382,0.8810577392578125
10.047746658325195,0.8921945095062256,67.05999755859375,0.6782221794128418,-0.1315322071313858,0.8649962544441223
9.976741790771484,0.9186931848526001,67.18000030517578,0.6366464495658875,-0.12973518669605255,0.8847422003746033
10.065669059753418,0.9267985820770264,67.30000305175781,0.7302581667900085,-0.12568217515945435,0.8546954393386841
10.112444877624512,0.8890734910964966,67.4800033569336,0.8158020377159119,-0.17399342358112335,0.7546457052230835
10.090758323669434,0.9017763733863831,67.66000366210938,0.7474983930587769,-0.14760944247245789,0.8165462017059326
10.1033353805542,0.9098742008209229,67.83999633789062,0.7372503876686096,-0.1301180124282837,0.8229002952575684
10.066893577575684,0.9178704023361206,68.0199966430664,0.7450577616691589,-0.16415360569953918,0.8541916012763977
10.083059310913086,0.9264922738075256,68.19999694824219,0.8812236785888672,-0.17384830117225647,0.8509061932563782
10.051465034484863,0.8828191161155701,68.4000015258789,0.8477022051811218,-0.19175593554973602,0.8509244918823242
10.067429542541504,0.9066991209983826,68.5999984741211,0.8319661617279053,-0.18580487370491028,0.8410524725914001
10.032140731811523,0.8999115824699402,68.80000305175781,0.8458946943283081,-0.2105073779821396,0.8552552461624146
10.00033950805664,0.896370530128479,69.0,0.8170526027679443,-0.21071866154670715,0.8304597735404968
9.043632507324219,0.6818767786026001,64.80000305175781,0.5201978087425232,-0.23102374374866486,0.8495131134986877
